total_2_1edge,total_2_indep,total_3_tris,total_2_star,total_3_1edge,total_3_indep,total_4_clique,total_4_chordcycle,total_4_tailed_tris,total_4_cycle,total_3_star,total_4_path,total_4_1edge,total_4_2edge,total_4_2star,total_4_tri,total_4_indep,filename
70,1415,1,433,2841,22960,0,0,12,21,2705,723,57826,1202,12847,40,265679,./motifs/244.motifcount
58,1427,2,201,2666,23366,0,1,6,2,640,467,59192,967,7576,96,272108,./motifs/245.motifcount
57,1428,1,397,2224,23613,0,0,2,1,2020,242,41514,950,14092,50,282184,./motifs/246.motifcount
54,1431,0,379,2104,23752,0,0,0,0,2926,702,43776,350,9526,0,283775,./motifs/247.motifcount
53,1378,0,1277,202,23325,0,0,0,0,20825,100,2597,1,2452,0,290276,./motifs/248.motifcount
53,1378,0,159,2438,22207,0,0,0,0,275,406,53665,813,6472,0,254620,./motifs/249.motifcount
53,1378,0,167,2422,22215,0,0,0,0,320,451,53135,760,6655,0,254930,./motifs/250.motifcount
70,1361,0,327,2986,21491,0,0,0,24,884,582,59880,1458,12765,0,240658,./motifs/251.motifcount
53,1378,0,156,2444,22204,0,0,0,0,273,397,53932,825,6343,0,254481,./motifs/252.motifcount
59,1319,0,665,1679,21082,0,0,0,2,7146,648,30031,394,10508,0,244096,./motifs/253.motifcount
51,1275,0,1178,194,20728,0,0,0,0,18424,96,2397,1,2258,0,247549,./motifs/254.motifcount
62,1264,1,260,2577,19262,0,0,4,1,1158,484,52021,1138,8286,45,207588,./motifs/255.motifcount
52,1274,0,165,2270,19665,0,0,0,0,572,306,47842,855,5757,0,215393,./motifs/256.motifcount
63,1263,3,257,2627,19213,0,1,12,5,898,594,52759,1069,8665,133,206589,./motifs/257.motifcount
50,1225,0,1225,0,19600,0,0,0,0,19600,0,0,0,0,0,230300,./motifs/258.motifcount
50,1225,0,1225,0,19600,0,0,0,0,19600,0,0,0,0,0,230300,./motifs/259.motifcount
50,1225,0,1225,0,19600,0,0,0,0,19600,0,0,0,0,0,230300,./motifs/260.motifcount
50,1225,0,1225,0,19600,0,0,0,0,19600,0,0,0,0,0,230300,./motifs/261.motifcount
55,1220,0,417,1861,18547,0,0,0,7,2998,480,33002,574,10034,0,202805,./motifs/262.motifcount
60,1165,4,220,2428,16948,0,2,16,17,531,444,46519,1040,7755,168,173808,./motifs/263.motifcount
49,1176,0,1176,0,18424,0,0,0,0,18424,0,0,0,0,0,211876,./motifs/264.motifcount
48,1128,0,254,1747,16423,0,0,0,0,954,209,30217,664,8427,0,171405,./motifs/265.motifcount
48,1128,0,290,1676,16458,0,0,0,0,1593,546,29949,292,7469,0,172027,./motifs/266.motifcount
69,1107,2,364,2509,15549,0,1,28,64,1520,668,44098,1150,10534,62,153751,./motifs/267.motifcount
54,1122,0,167,2204,16053,0,0,0,9,478,328,42972,918,5556,0,161615,./motifs/268.motifcount
66,1110,3,202,2689,15530,0,1,9,40,386,378,51146,1465,7198,127,151126,./motifs/269.motifcount
48,1128,0,148,1960,16316,0,0,0,0,216,280,37800,700,5600,0,167280,./motifs/270.motifcount
50,1078,0,236,1828,15232,0,0,0,6,1020,288,32504,689,6960,0,153113,./motifs/271.motifcount
47,1081,0,172,1818,15306,0,0,0,0,444,429,33966,480,5550,0,153711,./motifs/272.motifcount
63,1065,2,212,2468,14614,0,1,13,39,444,405,45318,1237,7214,75,139834,./motifs/273.motifcount
69,1059,0,511,2152,14633,0,0,0,214,2892,810,34573,597,11843,0,143651,./motifs/274.motifcount
47,1081,0,1081,0,16215,0,0,0,0,16215,0,0,0,0,0,178365,./motifs/275.motifcount
47,1081,0,1081,0,16215,0,0,0,0,16215,0,0,0,0,0,178365,./motifs/276.motifcount
93,1035,0,471,3336,13489,0,0,0,245,1117,1336,55570,1981,14192,0,120139,./motifs/277.motifcount
60,1068,5,214,2317,14760,0,2,11,15,721,370,42549,1126,6641,210,142935,./motifs/278.motifcount
48,987,2,109,1887,13182,0,1,2,1,227,228,35101,778,3561,82,123204,./motifs/279.motifcount
48,1033,1,517,1123,14574,0,0,2,0,4965,298,16475,308,7253,42,149022,./motifs/280.motifcount
46,1035,0,166,1738,14311,0,0,0,0,435,404,31711,465,5191,0,140159,./motifs/281.motifcount
47,1034,0,149,1817,14249,0,0,0,1,343,366,33689,564,4791,0,138611,./motifs/282.motifcount
46,1035,0,291,1488,14436,0,0,0,0,1600,504,24756,240,6996,0,144269,./motifs/283.motifcount
50,1031,0,138,1974,14103,0,0,0,7,217,292,36765,781,4809,0,135494,./motifs/284.motifcount
64,1017,1,205,2467,13542,0,0,3,33,358,361,44008,1378,7086,41,125097,./motifs/285.motifcount
65,1016,4,646,1621,13944,0,2,10,109,5429,409,22584,781,10859,162,138020,./motifs/286.motifcount
48,987,0,158,1796,13226,0,0,0,3,432,326,32178,638,4834,0,124774,./motifs/287.motifcount
87,948,0,1892,44,13244,0,0,0,903,25585,43,0,0,903,0,135751,./motifs/288.motifcount
61,974,20,409,1806,12945,15,0,60,0,2934,549,28159,707,7567,740,122454,./motifs/289.motifcount
44,946,0,275,1342,12573,0,0,0,0,1772,462,21992,209,5310,0,119250,./motifs/290.motifcount
44,946,0,946,0,13244,0,0,0,0,13244,0,0,0,0,0,135751,./motifs/291.motifcount
63,927,0,449,1811,11930,0,0,0,190,2309,874,27234,250,9423,0,108715,./motifs/292.motifcount
44,946,0,946,0,13244,0,0,0,0,13244,0,0,0,0,0,135751,./motifs/293.motifcount
62,928,0,349,1968,11873,0,0,0,125,1412,691,30895,601,8540,0,106731,./motifs/294.motifcount
44,946,0,456,980,12754,0,0,0,0,4069,353,13714,137,6239,0,124483,./motifs/295.motifcount
44,946,0,747,398,13045,0,0,0,0,9140,190,4576,9,3574,0,131506,./motifs/296.motifcount
44,946,0,666,560,12964,0,0,0,0,7224,280,5740,0,5740,0,130011,./motifs/297.motifcount
82,864,0,1603,238,11403,0,0,0,780,19761,80,1483,78,3160,0,110409,./motifs/298.motifcount
45,901,0,197,1496,11551,0,0,0,1,644,173,23464,618,5795,0,105056,./motifs/299.motifcount
43,903,0,298,1210,11736,0,0,0,0,2028,417,18712,188,5300,0,109106,./motifs/300.motifcount
43,903,0,903,0,12341,0,0,0,0,12341,0,0,0,0,0,123410,./motifs/301.motifcount
56,890,1,381,1587,11275,0,0,5,61,1885,597,22498,432,8518,36,101719,./motifs/302.motifcount
43,903,0,862,82,12300,0,0,0,0,11480,41,820,0,820,0,122590,./motifs/303.motifcount
63,883,0,315,2016,10913,0,0,0,106,955,742,31076,684,8142,0,94046,./motifs/304.motifcount
43,903,0,823,160,12261,0,0,0,0,10661,80,1600,0,1600,0,121810,./motifs/305.motifcount
43,903,0,373,1060,11811,0,0,0,0,2935,291,15055,239,5906,0,111325,./motifs/306.motifcount
44,902,0,223,1402,11619,0,0,0,1,1148,420,22864,301,4855,0,106162,./motifs/307.motifcount
43,903,0,903,0,12341,0,0,0,0,12341,0,0,0,0,0,123410,./motifs/308.motifcount
109,837,39,498,3465,9242,13,35,272,146,840,1784,48545,2814,13132,1205,66965,./motifs/309.motifcount
46,857,2,254,1372,10713,0,1,1,2,1368,185,20299,583,5674,77,95220,./motifs/310.motifcount
53,850,6,114,1927,10294,0,3,9,9,137,230,32373,983,3629,225,85812,./motifs/311.motifcount
42,861,0,861,0,11480,0,0,0,0,11480,0,0,0,0,0,111930,./motifs/312.motifcount
42,861,0,125,1472,10744,0,0,0,0,200,288,24432,448,3824,0,94218,./motifs/313.motifcount
61,842,0,255,1991,10095,0,0,0,71,519,313,29534,1120,7733,0,84120,./motifs/314.motifcount
41,820,0,447,746,10287,0,0,0,0,4061,292,9427,81,4666,0,93403,./motifs/315.motifcount
41,820,0,820,0,10660,0,0,0,0,10660,0,0,0,0,0,101270,./motifs/316.motifcount
41,820,0,820,0,10660,0,0,0,0,10660,0,0,0,0,0,101270,./motifs/317.motifcount
41,820,0,820,0,10660,0,0,0,0,10660,0,0,0,0,0,101270,./motifs/318.motifcount
50,811,4,133,1722,9621,0,2,8,11,259,270,27731,776,3806,144,78923,./motifs/319.motifcount
62,799,0,253,1974,9253,0,0,0,41,562,398,28558,1158,7221,0,73992,./motifs/320.motifcount
41,820,0,820,0,10660,0,0,0,0,10660,0,0,0,0,0,101270,./motifs/321.motifcount
41,820,0,209,1222,10049,0,0,0,0,870,391,18239,220,4759,0,87451,./motifs/322.motifcount
45,775,2,142,1465,9051,0,0,14,3,391,296,22796,526,3591,62,73591,./motifs/323.motifcount
44,776,2,385,940,9333,0,1,5,3,2957,240,11655,302,5255,69,80783,./motifs/324.motifcount
40,780,0,780,0,9880,0,0,0,0,9880,0,0,0,0,0,91390,./motifs/325.motifcount
40,780,0,780,0,9880,0,0,0,0,9880,0,0,0,0,0,91390,./motifs/328.motifcount
40,780,0,111,1338,9211,0,0,0,0,146,196,20892,473,3388,0,76175,./motifs/329.motifcount
53,767,0,213,1641,8806,0,0,0,28,527,373,23679,736,5655,0,70272,./motifs/330.motifcount
53,767,9,113,1814,8724,0,4,38,3,159,223,28579,963,3275,296,67730,./motifs/331.motifcount
40,780,0,780,0,9880,0,0,0,0,9880,0,0,0,0,0,91390,./motifs/332.motifcount
48,772,2,132,1602,8924,0,1,11,21,173,149,24526,786,4091,63,71449,./motifs/333.motifcount
47,773,1,94,1642,8923,0,0,4,10,83,165,26445,795,2945,34,70789,./motifs/334.motifcount
65,755,0,723,1089,8848,0,0,0,325,5539,132,10116,575,9293,0,75290,./motifs/335.motifcount
40,740,0,394,732,8754,0,0,0,0,3279,175,8554,211,4391,0,74780,./motifs/336.motifcount
39,741,0,741,0,9139,0,0,0,0,9139,0,0,0,0,0,82251,./motifs/337.motifcount
39,741,0,159,1164,8557,0,0,0,0,505,336,17010,246,3696,0,69597,./motifs/338.motifcount
45,735,0,236,1238,8406,0,0,0,10,1160,417,17474,317,4378,0,67634,./motifs/339.motifcount
39,741,0,121,1240,8519,0,0,0,0,227,280,18744,340,3236,0,68563,./motifs/340.motifcount
39,741,0,741,0,9139,0,0,0,0,9139,0,0,0,0,0,82251,./motifs/341.motifcount
40,740,0,153,1214,8513,0,0,0,1,345,198,17181,427,4226,0,69012,./motifs/342.motifcount
41,739,2,505,542,8831,0,1,1,0,4961,71,5723,235,3656,71,76671,./motifs/343.motifcount
38,703,0,137,1132,7870,0,0,0,0,287,270,15983,296,3531,0,61884,./motifs/344.motifcount
38,703,0,703,0,8436,0,0,0,0,8436,0,0,0,0,0,73815,./motifs/345.motifcount
38,703,0,703,0,8436,0,0,0,0,8436,0,0,0,0,0,73815,./motifs/346.motifcount
38,703,0,152,1102,7885,0,0,0,0,495,322,15713,229,3343,0,62149,./motifs/347.motifcount
38,703,0,703,0,8436,0,0,0,0,8436,0,0,0,0,0,73815,./motifs/348.motifcount
38,703,0,115,1176,7848,0,0,0,0,190,252,17178,336,3066,0,61229,./motifs/349.motifcount
38,703,0,446,514,8179,0,0,0,0,4064,126,5252,131,3612,0,69066,./motifs/350.motifcount
46,695,0,209,1284,7646,0,0,0,6,848,284,17380,530,4388,0,58815,./motifs/351.motifcount
38,703,0,703,0,8436,0,0,0,0,8436,0,0,0,0,0,73815,./motifs/352.motifcount
38,703,0,633,140,8366,0,0,0,0,7141,70,1225,0,1225,0,72590,./motifs/353.motifcount
46,695,2,134,1428,7575,0,1,9,7,280,249,20679,621,3438,61,56906,./motifs/354.motifcount
61,680,8,192,1849,7090,0,7,9,32,385,354,25291,1173,4889,265,49846,./motifs/355.motifcount
38,703,0,703,0,8436,0,0,0,0,8436,0,0,0,0,0,73815,./motifs/356.motifcount
38,703,0,203,1000,7936,0,0,0,0,866,340,13310,160,4030,0,63545,./motifs/357.motifcount
40,701,0,171,1138,7830,0,0,0,2,603,294,15817,311,3751,0,61473,./motifs/358.motifcount
37,666,0,666,0,7770,0,0,0,0,7770,0,0,0,0,0,66045,./motifs/359.motifcount
37,666,0,135,1062,7239,0,0,0,0,467,282,15045,249,2760,0,55012,./motifs/360.motifcount
55,648,4,179,1610,6643,0,1,30,40,241,464,21706,718,4392,108,46115,./motifs/361.motifcount
39,664,0,100,1204,7132,0,0,0,1,226,187,17535,452,2444,0,52970,./motifs/362.motifcount
37,666,0,666,0,7770,0,0,0,0,7770,0,0,0,0,0,66045,./motifs/363.motifcount
59,644,0,413,1298,6725,0,0,0,110,1999,392,13717,686,7234,0,49677,./motifs/364.motifcount
37,666,0,666,0,7770,0,0,0,0,7770,0,0,0,0,0,66045,./motifs/365.motifcount
37,666,0,210,912,7314,0,0,0,0,1143,323,12096,133,3275,0,56845,./motifs/366.motifcount
39,664,0,100,1204,7132,0,0,0,2,189,186,17429,451,2553,0,53005,./motifs/367.motifcount
60,643,4,250,1648,6534,0,3,22,73,472,527,20582,807,5938,112,45279,./motifs/368.motifcount
38,665,0,291,786,7359,0,0,0,1,2024,320,9786,90,3469,0,58125,./motifs/369.motifcount
40,663,0,118,1204,7114,0,0,0,3,256,192,16984,464,2966,0,52950,./motifs/370.motifcount
37,666,0,189,954,7293,0,0,0,0,969,324,13005,153,3060,0,56304,./motifs/371.motifcount
39,627,1,111,1140,6518,0,0,3,2,226,159,15487,461,2764,31,46912,./motifs/373.motifcount
45,621,0,109,1357,6304,0,0,0,6,124,234,18723,635,2842,0,43481,./motifs/374.motifcount
43,623,0,100,1305,6365,0,0,0,10,140,176,18207,607,2588,0,44317,./motifs/375.motifcount
40,626,3,193,1005,6569,0,0,57,1,918,319,13218,200,3052,45,48235,./motifs/376.motifcount
39,627,1,133,1096,6540,0,0,3,3,282,215,14379,381,3228,31,47523,./motifs/377.motifcount
81,585,35,276,2178,5281,10,34,159,46,446,718,25220,1792,6040,923,30657,./motifs/378.motifcount
64,602,0,890,460,6420,0,0,0,406,7749,314,2745,0,4761,0,50070,./motifs/379.motifcount
39,627,0,172,1021,6577,0,0,0,5,481,172,12370,387,4041,0,48589,./motifs/380.motifcount
36,630,0,630,0,7140,0,0,0,0,7140,0,0,0,0,0,58905,./motifs/381.motifcount
42,624,1,314,839,6616,0,0,4,5,2048,171,9165,359,4162,30,50101,./motifs/382.motifcount
38,628,0,98,1134,6538,0,0,0,2,224,168,15928,433,2316,0,46974,./motifs/383.motifcount
37,629,0,176,943,6651,0,0,0,1,711,274,12030,214,3299,0,49516,./motifs/384.motifcount
45,621,2,128,1313,6327,0,1,8,1,253,214,17613,630,3143,58,44124,./motifs/385.motifcount
50,616,0,329,1092,6349,0,0,0,105,1280,508,11790,178,5910,0,46274,./motifs/386.motifcount
36,630,0,238,784,6748,0,0,0,0,1354,198,9108,194,3634,0,51557,./motifs/387.motifcount
36,630,0,630,0,7140,0,0,0,0,7140,0,0,0,0,0,58905,./motifs/388.motifcount
36,630,0,630,0,7140,0,0,0,0,7140,0,0,0,0,0,58905,./motifs/389.motifcount
36,630,0,131,998,6641,0,0,0,0,280,234,13056,265,3146,0,49064,./motifs/390.motifcount
35,595,0,595,0,6545,0,0,0,0,6545,0,0,0,0,0,52360,./motifs/391.motifcount
46,584,5,97,1355,5683,0,2,9,3,106,215,18113,689,2419,152,37197,./motifs/392.motifcount
35,595,0,595,0,6545,0,0,0,0,6545,0,0,0,0,0,52360,./motifs/393.motifcount
35,595,0,155,880,6105,0,0,0,0,505,280,10880,160,3040,0,44040,./motifs/394.motifcount
35,595,0,595,0,6545,0,0,0,0,6545,0,0,0,0,0,52360,./motifs/395.motifcount
35,595,0,189,812,6139,0,0,0,0,971,288,10126,118,2748,0,44654,./motifs/396.motifcount
35,595,0,98,994,6048,0,0,0,0,194,226,13433,271,2200,0,42581,./motifs/397.motifcount
35,595,0,422,346,6372,0,0,0,0,3674,145,2894,28,2614,0,49550,./motifs/399.motifcount
35,595,0,595,0,6545,0,0,0,0,6545,0,0,0,0,0,52360,./motifs/400.motifcount
42,588,0,144,1140,5856,0,0,0,1,396,266,14618,449,3028,0,40147,./motifs/401.motifcount
35,595,0,161,868,6111,0,0,0,0,425,221,10079,213,3596,0,44371,./motifs/402.motifcount
43,587,0,110,1242,5788,0,0,0,11,157,208,16460,563,2699,0,38807,./motifs/403.motifcount
48,582,7,103,1405,5625,0,3,18,14,84,181,18453,771,2687,207,36487,./motifs/404.motifcount
34,561,0,90,942,5513,0,0,0,0,176,146,12216,325,2060,0,37437,./motifs/405.motifcount
54,541,0,466,850,5229,0,0,0,210,2674,480,7900,65,5090,0,35941,./motifs/406.motifcount
34,561,0,498,126,5921,0,0,0,0,4960,62,1020,1,932,0,45385,./motifs/407.motifcount
34,561,0,561,0,5984,0,0,0,0,5984,0,0,0,0,0,46376,./motifs/408.motifcount
34,561,0,85,952,5508,0,0,0,0,105,176,12403,300,2053,0,37323,./motifs/409.motifcount
34,561,0,219,684,5642,0,0,0,0,1163,266,7539,76,2987,0,40329,./motifs/410.motifcount
48,547,11,79,1393,5062,0,5,23,3,59,161,18044,816,1961,319,30969,./motifs/411.motifcount
34,561,0,129,864,5552,0,0,0,0,338,252,10602,180,2610,0,38378,./motifs/412.motifcount
35,560,0,93,969,5483,0,0,0,1,136,187,12501,313,2190,0,37032,./motifs/413.motifcount
37,558,0,108,1005,5432,0,0,0,1,238,177,12761,379,2384,0,36420,./motifs/414.motifcount
35,560,0,101,953,5491,0,0,0,1,182,178,12116,314,2326,0,37243,./motifs/415.motifcount
43,552,2,118,1177,5248,0,1,1,11,241,209,14854,545,2587,61,33850,./motifs/416.motifcount
38,557,3,124,997,5421,0,1,4,1,376,192,12441,370,2442,90,36443,./motifs/417.motifcount
34,561,0,499,124,5922,0,0,0,0,4961,62,961,0,961,0,45415,./motifs/418.motifcount
33,528,0,372,312,5300,0,0,0,0,2960,156,2340,0,2340,0,38580,./motifs/419.motifcount
39,522,0,94,1060,4830,0,0,0,13,111,151,13112,470,2227,0,30292,./motifs/420.motifcount
33,528,0,528,0,5456,0,0,0,0,5456,0,0,0,0,0,40920,./motifs/421.motifcount
51,510,2,252,1122,4608,0,1,8,100,776,428,11913,379,4210,52,28509,./motifs/422.motifcount
33,528,0,115,826,5043,0,0,0,0,369,235,10224,178,1988,0,33382,./motifs/423.motifcount
36,525,3,78,987,4916,0,1,5,0,98,157,12454,379,1798,86,31398,./motifs/424.motifcount
48,513,0,216,1104,4664,0,0,0,48,596,192,11340,624,4332,0,29244,./motifs/425.motifcount
35,526,1,171,775,5037,0,0,18,1,800,270,9131,131,2321,13,33691,./motifs/426.motifcount
33,528,0,528,0,5456,0,0,0,0,5456,0,0,0,0,0,40920,./motifs/427.motifcount
35,493,0,148,789,4519,0,0,0,6,371,264,8454,171,2775,0,28879,./motifs/428.motifcount
32,496,0,79,834,4543,0,0,0,0,135,165,10206,252,1635,0,28527,./motifs/429.motifcount
37,491,2,134,873,4447,0,1,1,1,461,175,9863,346,2279,57,27736,./motifs/430.motifcount
32,496,0,94,804,4558,0,0,0,0,145,130,9261,272,2125,0,28987,./motifs/431.motifcount
44,484,8,104,1132,4212,2,6,38,6,93,149,12906,601,2431,182,24506,./motifs/432.motifcount
32,496,0,59,874,4523,0,0,0,0,67,110,10997,327,1349,0,28070,./motifs/433.motifcount
51,477,6,189,1185,4076,0,5,29,31,436,260,12225,707,3650,141,23436,./motifs/434.motifcount
32,496,0,62,868,4526,0,0,0,0,87,113,10892,321,1373,0,28134,./motifs/435.motifcount
32,496,0,412,168,4876,0,0,0,0,3658,84,1218,0,1218,0,34742,./motifs/436.motifcount
33,495,0,166,691,4599,0,0,0,1,699,204,7378,156,2471,0,30011,./motifs/437.motifcount
42,486,0,106,1090,4260,0,0,0,22,116,130,12574,581,2484,0,25013,./motifs/438.motifcount
32,496,0,139,714,4603,0,0,0,0,563,226,8193,131,2029,0,29778,./motifs/439.motifcount
40,488,0,139,962,4355,0,0,0,11,328,219,10707,400,2704,0,26551,./motifs/440.motifcount
41,487,0,245,781,4430,0,0,0,19,1172,410,8113,127,2938,0,28141,./motifs/441.motifcount
32,496,0,97,798,4561,0,0,0,0,170,190,9342,209,2020,0,28989,./motifs/442.motifcount
36,492,1,99,915,4441,0,0,10,6,173,137,10682,369,2133,20,27390,./motifs/443.motifcount
33,495,0,84,855,4517,0,0,0,1,125,157,10271,285,1827,0,28254,./motifs/444.motifcount
35,493,0,83,919,4454,0,0,0,3,114,161,11120,345,1814,0,27363,./motifs/445.motifcount
39,489,0,126,957,4373,0,0,0,16,210,271,10916,312,2544,0,26651,./motifs/446.motifcount
32,496,0,466,60,4930,0,0,0,0,4495,30,435,0,435,0,35525,./motifs/447.motifcount
37,491,0,132,883,4441,0,0,0,10,300,210,9827,304,2600,0,27669,./motifs/448.motifcount
32,496,0,496,0,4960,0,0,0,0,4960,0,0,0,0,0,35960,./motifs/449.motifcount
31,465,0,80,770,4110,0,0,0,0,96,142,8789,243,1748,0,24942,./motifs/450.motifcount
44,452,2,176,962,3820,0,1,2,66,454,280,9979,348,2912,54,21864,./motifs/451.motifcount
36,460,0,104,872,3984,0,0,0,7,231,193,9904,319,1909,0,23397,./motifs/452.motifcount
31,465,0,136,658,4166,0,0,0,0,561,155,7087,174,1951,0,26032,./motifs/453.motifcount
34,462,0,64,892,4004,0,0,0,3,64,112,10636,379,1428,0,23338,./motifs/454.motifcount
31,465,0,88,754,4118,0,0,0,0,120,143,8416,234,1906,0,25141,./motifs/455.motifcount
36,460,2,67,940,3951,0,1,5,6,55,110,11063,428,1522,51,22719,./motifs/456.motifcount
31,465,0,465,0,4495,0,0,0,0,4495,0,0,0,0,0,31465,./motifs/457.motifcount
31,465,0,138,654,4168,0,0,0,0,397,104,6330,223,2603,0,26303,./motifs/458.motifcount
31,465,0,465,0,4495,0,0,0,0,4495,0,0,0,0,0,31465,./motifs/459.motifcount
30,435,0,435,0,4060,0,0,0,0,4060,0,0,0,0,0,27405,./motifs/460.motifcount
30,435,0,329,212,3954,0,0,0,0,2600,76,1572,30,1260,0,25927,./motifs/461.motifcount
32,433,0,335,258,3902,0,0,0,3,2602,122,2106,33,1318,0,25281,./motifs/462.motifcount
33,432,0,71,815,3609,0,0,0,2,93,125,9178,328,1451,0,20288,./motifs/463.motifcount
44,421,3,114,1039,3339,0,1,7,6,149,231,10814,571,2243,75,17368,./motifs/464.motifcount
30,435,0,75,720,3700,0,0,0,0,80,120,7860,240,1620,0,21545,./motifs/465.motifcount
39,426,0,183,765,3547,0,0,0,45,469,342,7263,126,2853,0,20367,./motifs/466.motifcount
30,435,0,137,596,3762,0,0,0,0,564,210,6234,88,1724,0,22645,./motifs/467.motifcount
30,435,0,120,630,3745,0,0,0,0,455,210,6825,105,1575,0,22295,./motifs/468.motifcount
30,435,0,435,0,4060,0,0,0,0,4060,0,0,0,0,0,27405,./motifs/469.motifcount
31,434,0,80,739,3676,0,0,0,1,95,107,7950,276,1737,0,21299,./motifs/470.motifcount
43,422,0,128,991,3376,0,0,0,29,163,153,9920,564,2673,0,17963,./motifs/471.motifcount
30,435,0,380,110,4005,0,0,0,0,3276,28,702,27,756,0,26676,./motifs/472.motifcount
30,435,0,75,720,3700,0,0,0,0,80,120,7860,240,1620,0,21545,./motifs/473.motifcount
31,434,0,102,695,3698,0,0,0,1,292,136,7440,225,1704,0,21667,./motifs/474.motifcount
31,434,0,101,697,3697,0,0,0,1,243,179,7476,183,1737,0,21646,./motifs/475.motifcount
38,427,2,99,898,3496,0,1,8,8,148,170,9587,402,1938,46,19157,./motifs/476.motifcount
30,435,0,123,624,3748,0,0,0,0,342,204,6306,108,2010,0,22495,./motifs/477.motifcount
30,435,0,435,0,4060,0,0,0,0,4060,0,0,0,0,0,27405,./motifs/478.motifcount
38,427,2,185,726,3582,0,0,36,12,794,290,7404,162,2098,20,20649,./motifs/479.motifcount
33,432,2,98,755,3640,0,1,4,0,232,210,8249,208,1618,50,20893,./motifs/480.motifcount
37,428,0,110,853,3532,0,0,0,28,168,99,8775,401,2266,0,19728,./motifs/481.motifcount
31,434,0,89,721,3685,0,0,0,1,142,162,7770,212,1738,0,21440,./motifs/482.motifcount
39,396,0,173,746,3141,0,0,0,46,505,138,6561,338,2696,0,17121,./motifs/483.motifcount
29,406,0,48,716,3296,0,0,0,0,41,87,8038,271,999,0,17969,./motifs/484.motifcount
29,406,0,406,0,3654,0,0,0,0,3654,0,0,0,0,0,23751,./motifs/485.motifcount
42,393,6,109,940,3005,1,4,39,12,85,248,9374,412,2058,111,15061,./motifs/486.motifcount
29,406,0,73,666,3321,0,0,0,0,94,135,7041,198,1419,0,18518,./motifs/487.motifcount
30,405,0,72,696,3292,0,0,0,1,80,114,7316,247,1472,0,18175,./motifs/488.motifcount
29,406,0,379,54,3627,0,0,0,0,3276,27,351,0,351,0,23400,./motifs/489.motifcount
31,404,2,70,722,3266,0,1,7,0,99,119,7696,261,1339,45,17838,./motifs/490.motifcount
31,404,0,163,542,3355,0,0,0,3,696,170,4934,126,1961,0,19515,./motifs/491.motifcount
30,405,0,56,728,3276,0,0,0,1,56,102,8040,275,1136,0,17795,./motifs/492.motifcount
49,386,0,251,870,2939,0,0,0,101,672,69,6149,654,4219,0,15541,./motifs/493.motifcount
38,397,2,81,896,3081,0,1,1,22,68,119,9347,450,1653,51,15693,./motifs/494.motifcount
34,401,2,75,796,3187,0,1,8,5,66,137,8378,323,1515,44,16928,./motifs/495.motifcount
29,406,0,218,376,3466,0,0,0,0,1330,160,3284,28,1576,0,21027,./motifs/496.motifcount
31,404,0,150,568,3342,0,0,0,3,462,202,5004,107,2248,0,19379,./motifs/497.motifcount
29,406,0,406,0,3654,0,0,0,0,3654,0,0,0,0,0,23751,./motifs/498.motifcount
38,397,4,90,872,3094,0,2,6,9,118,133,8851,440,1758,98,15990,./motifs/499.motifcount
29,406,0,281,250,3529,0,0,0,0,2024,115,1955,10,1285,0,22016,./motifs/500.motifcount
29,406,0,218,376,3466,0,0,0,0,1330,84,3056,104,1728,0,21103,./motifs/501.motifcount
30,376,0,103,604,2947,0,0,0,3,293,120,5773,206,1547,0,15809,./motifs/502.motifcount
35,371,0,100,745,2809,0,0,0,18,130,93,6908,366,1952,0,14284,./motifs/503.motifcount
33,373,0,105,681,2868,0,0,0,4,203,188,6482,227,1729,0,14918,./motifs/504.motifcount
28,378,0,378,0,3276,0,0,0,0,3276,0,0,0,0,0,20475,./motifs/505.motifcount
28,378,0,78,600,2976,0,0,0,0,106,140,5910,160,1430,0,16005,./motifs/506.motifcount
40,366,0,147,786,2721,0,0,0,45,257,281,7104,262,2309,0,13493,./motifs/507.motifcount
